id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	Bcell|Bcell	Bcell|HighPseudotime_tumour	Bcell|LowPseudotime_tumour	Bcell|MidPseudotime_tumour	Bcell|Myeloid	Bcell|Stromal	Bcell|Tcell	HighPseudotime_tumour|Bcell	HighPseudotime_tumour|HighPseudotime_tumour	HighPseudotime_tumour|LowPseudotime_tumour	HighPseudotime_tumour|MidPseudotime_tumour	HighPseudotime_tumour|Myeloid	HighPseudotime_tumour|Stromal	HighPseudotime_tumour|Tcell	LowPseudotime_tumour|Bcell	LowPseudotime_tumour|HighPseudotime_tumour	LowPseudotime_tumour|LowPseudotime_tumour	LowPseudotime_tumour|MidPseudotime_tumour	LowPseudotime_tumour|Myeloid	LowPseudotime_tumour|Stromal	LowPseudotime_tumour|Tcell	MidPseudotime_tumour|Bcell	MidPseudotime_tumour|HighPseudotime_tumour	MidPseudotime_tumour|LowPseudotime_tumour	MidPseudotime_tumour|MidPseudotime_tumour	MidPseudotime_tumour|Myeloid	MidPseudotime_tumour|Stromal	MidPseudotime_tumour|Tcell	Myeloid|Bcell	Myeloid|HighPseudotime_tumour	Myeloid|LowPseudotime_tumour	Myeloid|MidPseudotime_tumour	Myeloid|Myeloid	Myeloid|Stromal	Myeloid|Tcell	Stromal|Bcell	Stromal|HighPseudotime_tumour	Stromal|LowPseudotime_tumour	Stromal|MidPseudotime_tumour	Stromal|Myeloid	Stromal|Stromal	Stromal|Tcell	Tcell|Bcell	Tcell|HighPseudotime_tumour	Tcell|LowPseudotime_tumour	Tcell|MidPseudotime_tumour	Tcell|Myeloid	Tcell|Stromal	Tcell|Tcell
CPI-SS0C1BD22BC	SPP1_PTGER4	simple:P10451	simple:P35408	SPP1	PTGER4	True	False	True	IMEx,MINT	False	0.442	0.996	1.0	1.0	0.0	0.98	0.096	0.0	0.044	0.654	0.51	0.0	0.29	0.0	0.643	1.0	1.0	1.0	0.004	1.0	0.167	0.286	0.996	1.0	1.0	0.0	0.972	0.036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111	0.454	0.821	0.75	0.0	0.595	0.02	0.068	0.7	0.984	0.973	0.0	0.754	0.016
CPI-SC01AB9BED7	SPP1_a9b1 complex	simple:P10451	complex:a9b1 complex	SPP1		True	False	False	curated	True	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SC056BF6CBB	TNC_a9b1 complex	simple:P24821	complex:a9b1 complex	TNC		True	False	False	curated	True	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SC062D34C2A	VCAM1_a9b1 complex	simple:P19320	complex:a9b1 complex	VCAM1		False	False	False	curated	True	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS068C742A1	FGF1_TGFBR3	simple:P05230	simple:Q03167	FGF1	TGFBR3	True	False	True	InnateDB-All	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.06	0.0	1.0	0.016	0.012	0.004	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS085EE60B1	TGFB1_TGFBR3	simple:P01137	simple:Q03167	TGFB1	TGFBR3	True	False	True	curated	False	0.96	0.031	1.0	0.588	0.371	0.067	0.068	0.96	0.016	1.0	0.497	0.33	0.075	0.044	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.396	0.0	1.0	0.078	0.099	0.016	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.715	0.004	1.0	0.175	0.175	0.028	0.04
CPI-SS0FB37E079	INHA_TGFBR3	simple:P05111	simple:Q03167	INHA	TGFBR3	True	False	True	I2D	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.233	0.0	1.0	0.027	0.04	0.012	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS0D46E2B45	TGFB3_TGFBR3	simple:P10600	simple:Q03167	TGFB3	TGFBR3	True	False	True	curated	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.513	1.0	0.924	0.826	0.384	0.494	0.02	0.0	1.0	0.0	0.0	0.0	0.0	0.128	0.004	1.0	0.008	0.028	0.004	0.004	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS0178F5C45	TGFB2_TGFBR3	simple:P61812	simple:Q03167	TGFB2	TGFBR3	True	False	True	curated	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.899	0.004	1.0	0.329	0.262	0.04	0.024	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.968	0.032	1.0	0.513	0.333	0.055	0.056	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.561	0.023	1.0	0.175	0.151	0.059	0.051	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SC0A05D3880	THY1_aMb2 complex	simple:P04216	complex:aMb2 complex	THY1		False	False	False	curated	True	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SC07312BD5C	FCER2_aMb2 complex	simple:P06734	complex:aMb2 complex	FCER2		True	True	False	curated	True	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SC0B6D68FD5	ICAM1_aMb2 complex	simple:P05362	complex:aMb2 complex	ICAM1		False	True	False	curated	True	1.0	1.0	1.0	1.0	0.0	1.0	0.008	1.0	1.0	1.0	1.0	0.0	1.0	0.453	1.0	1.0	1.0	1.0	0.291	1.0	0.992	1.0	1.0	1.0	1.0	0.1	1.0	0.996	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.016	1.0	0.122	1.0	1.0	1.0	1.0	0.179	1.0	0.961
CPI-SC0C3E2D267	F10_aMb2 complex	simple:P00742	complex:aMb2 complex	F10		True	False	False	curated	True	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SC0527EEE7A	C3_aMb2 complex	simple:P01024	complex:aMb2 complex	C3		True	False	False	curated	True	1.0	1.0	1.0	1.0	0.334	1.0	0.996	1.0	1.0	1.0	1.0	0.0	1.0	0.192	1.0	1.0	1.0	1.0	0.108	1.0	0.988	1.0	1.0	1.0	1.0	0.02	1.0	0.94	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.004	1.0	1.0	1.0	1.0	0.249	1.0	0.984
CPI-SC0B292AEE6	GP1BA_aMb2 complex	simple:P07359	complex:aMb2 complex	GP1BA		False	False	False	curated	True	1.0	1.0	1.0	1.0	0.0	1.0	0.6	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.625	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SC0F9DD28F3	JAM3_aMb2 complex	simple:Q9BX67	complex:aMb2 complex	JAM3		True	False	False	curated	True	1.0	1.0	1.0	1.0	0.0	1.0	0.118	1.0	1.0	1.0	1.0	0.0	1.0	0.388	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.004	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SC0C6B54D7A	THY1_aXb2 complex	simple:P04216	complex:aXb2 complex	THY1		False	False	False	curated	True	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SC03446A95E	FCER2_aXb2 complex	simple:P06734	complex:aXb2 complex	FCER2		True	True	False	curated	True	0.0	0.0	1.0	1.0	0.0	0.012	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SC0A9458008	ICAM1_aXb2 complex	simple:P05362	complex:aXb2 complex	ICAM1		False	True	False	curated	True	0.0	0.084	1.0	1.0	0.0	0.151	0.016	0.031	0.848	1.0	1.0	0.0	0.677	0.236	0.82	1.0	1.0	1.0	0.0	0.988	0.976	0.628	1.0	1.0	1.0	0.0	0.984	0.902	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.036	0.317	1.0	1.0	0.0	0.318	0.091	0.555	0.992	1.0	1.0	0.0	0.949	0.833
CPI-SS000568A0E	FCER2_CR2	simple:P06734	simple:P20023	FCER2	CR2	True	True	True	curated	False	0.0	1.0	1.0	1.0	1.0	0.012	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS027556893	IFNA1_CR2	simple:P01562	simple:P20023	IFNA1	CR2	True	False	True	I2D,InnateDB,InnateDB-All	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS027556893	IFNA13_CR2	simple:P01562	simple:P20023	IFNA13	CR2	True	False	True	I2D,InnateDB,InnateDB-All	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SC04AED00CE	TNC_aVb6 complex	simple:P24821	complex:aVb6 complex	TNC		True	False	False	curated	True	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.476	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.174	0.106	0.008	1.0	0.949	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.068	0.036	0.007	1.0	0.773	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SC0E60FEE99	TGFB1_aVb6 complex	simple:P01137	complex:aVb6 complex	TGFB1		True	False	False	curated	True	1.0	0.122	0.073	0.004	1.0	0.952	1.0	1.0	0.095	0.05	0.0	1.0	0.941	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.036	0.007	0.0	1.0	0.778	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.04	0.024	0.0	1.0	0.885	1.0
CPI-SS0ACD487F0	L1CAM_L1CAM	simple:P32004	simple:P32004	L1CAM	L1CAM	False	False	False	curated	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS087B53ABF	JAM2_JAM3	simple:P57087	simple:Q9BX67	JAM2	JAM3	True	False	False	curated	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS0F9D53834	JAM3_JAM3	simple:Q9BX67	simple:Q9BX67	JAM3	JAM3	True	False	False	curated	False	0.016	0.004	1.0	1.0	1.0	0.004	1.0	0.004	0.131	1.0	1.0	1.0	0.004	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.004	0.004	1.0	1.0	1.0	0.004	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-CS0A97B38B6	ACVL1_BMPR2_BMP10	complex:ACVL1_BMPR2	simple:O95393		BMP10	True	True	False	curated	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS0D41E15AC	FFAR2_BMP10	simple:O15552	simple:O95393	FFAR2	BMP10	True	True	False	IMEx,IntAct	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS01158CABF	FFAR2_FAM3C	simple:O15552	simple:Q92520	FFAR2	FAM3C	True	True	False	IMEx,IntAct	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.305	0.217	0.996	0.705	0.996	0.0	0.0	0.597	0.463	0.996	0.828	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS034D36D2F	HLA-C_FAM3C	simple:HLAC	simple:Q92520	HLA-C	FAM3C	True	True	False	InnateDB-All	False	0.023	0.64	1.0	0.988	1.0	0.996	1.0	0.0	0.004	0.388	0.275	0.988	0.717	0.984	0.309	0.964	1.0	1.0	1.0	1.0	1.0	0.0	0.222	0.94	0.933	1.0	0.968	1.0	0.0	0.0	0.0	0.0	0.136	0.016	0.083	0.016	0.23	0.736	0.707	0.992	0.876	0.976	0.0	0.0	0.0	0.0	0.044	0.012	0.024
CPI-SS0528A694B	GPR42_FAM3C	simple:O15529	simple:Q92520	GPR42	FAM3C	True	True	False	IMEx,IntAct	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS055E061C9	LAMP1_FAM3C	simple:P11279	simple:Q92520	LAMP1	FAM3C	True	True	False	InnateDB-All	False	0.345	0.984	1.0	1.0	1.0	1.0	1.0	0.0	0.02	0.698	0.54	0.996	0.848	0.996	0.0	0.0	0.032	0.008	0.968	0.368	0.928	0.0	0.0	0.172	0.091	0.988	0.57	0.992	0.0	0.064	0.656	0.572	1.0	0.816	1.0	0.0	0.0	0.087	0.048	0.861	0.365	0.806	0.241	0.932	1.0	1.0	1.0	1.0	1.0
CPI-SS02904BE32	GLRA2_FAM3C	simple:P23416	simple:Q92520	GLRA2	FAM3C	True	True	False	InnateDB-All	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS02CF96625	KIR2DL3_FAM3C	simple:P43628	simple:Q92520	KIR2DL3	FAM3C	True	True	False	IMEx,IntAct	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS033CB0BB2	CXADR_FAM3C	simple:P78310	simple:Q92520	CXADR	FAM3C	True	True	False	IMEx,IntAct	False	0.889	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.305	0.052	0.155	0.008	0.394	0.984	0.95	1.0	0.976	1.0	0.0	0.0	0.0	0.0	0.338	0.031	0.194	0.747	0.993	1.0	1.0	1.0	1.0	1.0	0.008	0.16	0.536	0.468	0.964	0.705	0.944	0.537	0.952	1.0	1.0	1.0	0.996	1.0
CPI-SS0E2431C09	PDCD1_FAM3C	simple:Q15116	simple:Q92520	PDCD1	FAM3C	True	True	False	InnateDB-All	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.084	0.044	0.928	0.523	0.924
CPI-SS00FB3CB09	FFAR2_CCL4L2	simple:O15552	simple:Q8NHW4	FFAR2	CCL4L2	True	True	False	IMEx,IntAct	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.02	0.718	1.0	1.0	0.0	1.0	0.0	0.036	0.873	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS022AE18AF	GPR42_CCL4L2	simple:O15529	simple:Q8NHW4	GPR42	CCL4L2	True	True	False	IMEx,IntAct	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS0F3D40856	PGRMC2_CCL4L2	simple:O15173	simple:Q8NHW4	PGRMC2	CCL4L2	True	True	False	IMEx,IntAct	False	1.0	1.0	1.0	1.0	0.0	1.0	0.84	0.008	0.369	1.0	1.0	0.0	1.0	0.0	0.0	0.031	1.0	1.0	0.0	1.0	0.0	0.0	0.028	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.564	0.528	0.976	1.0	1.0	0.0	1.0	0.063	0.896	1.0	1.0	1.0	0.0	1.0	0.19
CPI-SS072E1E27A	FFAR2_TNF	simple:O15552	simple:P01375	FFAR2	TNF	True	True	False	IMEx,IntAct	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.58	0.023	0.948	0.265	0.0	0.0	1.0	0.822	0.043	0.992	0.42	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS0917CBD53	HLA-C_KIR2DL3	simple:HLAC	simple:P43628	HLA-C	KIR2DL3	False	True	True	curated	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS025CAD24A	BMP10_KIR2DL3	simple:O95393	simple:P43628	BMP10	KIR2DL3	True	False	True	IMEx,IntAct	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS0ABD11350	HLA-C_KIR2DL1	simple:HLAC	simple:P43626	HLA-C	KIR2DL1	False	True	True	curated	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS0AA5ECE7B	GPR42_ADIPOQ	simple:O15529	simple:Q15848	GPR42	ADIPOQ	True	True	False	IMEx,IntAct	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS04A4A2334	ASGR2_ADIPOQ	simple:P07307	simple:Q15848	ASGR2	ADIPOQ	True	True	False	IMEx,IntAct	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS00E3EB9FE	CNR2_ADIPOQ	simple:P34972	simple:Q15848	CNR2	ADIPOQ	True	True	False	IMEx,IntAct	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS0D26F639E	KIR2DL3_CXCL9	simple:P43628	simple:Q07325	KIR2DL3	CXCL9	True	True	False	IMEx,IntAct	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS02246DA17	CXCR3_CXCL9	simple:P49682	simple:Q07325	CXCR3	CXCL9	True	True	False	curated	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.936	1.0	0.993	0.0	0.283	0.945	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.417	1.0	0.628	0.0	0.127	0.578	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.004
CPI-SS0F52745F3	DPP4_CXCL9	simple:P27487	simple:Q07325	DPP4	CXCL9	True	True	False	curated	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.569	1.0	0.834	0.0	0.144	0.696	1.0	0.012	1.0	0.06	0.0	0.012	0.072	1.0	0.024	1.0	0.112	0.0	0.024	0.163
