id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	Bcell|Bcell	Bcell|HighPseudotime_tumour	Bcell|LowPseudotime_tumour	Bcell|MidPseudotime_tumour	Bcell|Myeloid	Bcell|Stromal	Bcell|Tcell	HighPseudotime_tumour|Bcell	HighPseudotime_tumour|HighPseudotime_tumour	HighPseudotime_tumour|LowPseudotime_tumour	HighPseudotime_tumour|MidPseudotime_tumour	HighPseudotime_tumour|Myeloid	HighPseudotime_tumour|Stromal	HighPseudotime_tumour|Tcell	LowPseudotime_tumour|Bcell	LowPseudotime_tumour|HighPseudotime_tumour	LowPseudotime_tumour|LowPseudotime_tumour	LowPseudotime_tumour|MidPseudotime_tumour	LowPseudotime_tumour|Myeloid	LowPseudotime_tumour|Stromal	LowPseudotime_tumour|Tcell	MidPseudotime_tumour|Bcell	MidPseudotime_tumour|HighPseudotime_tumour	MidPseudotime_tumour|LowPseudotime_tumour	MidPseudotime_tumour|MidPseudotime_tumour	MidPseudotime_tumour|Myeloid	MidPseudotime_tumour|Stromal	MidPseudotime_tumour|Tcell	Myeloid|Bcell	Myeloid|HighPseudotime_tumour	Myeloid|LowPseudotime_tumour	Myeloid|MidPseudotime_tumour	Myeloid|Myeloid	Myeloid|Stromal	Myeloid|Tcell	Stromal|Bcell	Stromal|HighPseudotime_tumour	Stromal|LowPseudotime_tumour	Stromal|MidPseudotime_tumour	Stromal|Myeloid	Stromal|Stromal	Stromal|Tcell	Tcell|Bcell	Tcell|HighPseudotime_tumour	Tcell|LowPseudotime_tumour	Tcell|MidPseudotime_tumour	Tcell|Myeloid	Tcell|Stromal	Tcell|Tcell
CPI-CS0D35E69F6	BMR1A_ACR2A_BMP7	complex:BMR1A_ACR2A	simple:P18075		BMP7	True	True	False	curated	False	0.239	0.508	0.57	0.54	0.203	0.259	0.0	0.609	0.879	0.941	0.911	0.574	0.63	0.0	0.597	0.866	0.928	0.899	0.561	0.617	0.0	0.647	0.917	0.979	0.949	0.612	0.668	0.0	0.108	0.377	0.439	0.41	0.072	0.128	0.0	0.301	0.57	0.633	0.603	0.266	0.321	0.0	0.251	0.52	0.583	0.553	0.215	0.271	0.0
CPI-CS0C99F8D96	BMR1A_AVR2B_BMP7	complex:BMR1A_AVR2B	simple:P18075		BMP7	True	True	False	curated	False	0.15	0.419	0.481	0.452	0.114	0.17	0.0	0.271	0.541	0.603	0.573	0.236	0.292	0.0	0.254	0.523	0.585	0.555	0.218	0.274	0.0	0.403	0.672	0.734	0.705	0.367	0.423	0.0	0.058	0.327	0.389	0.36	0.022	0.078	0.0	0.236	0.506	0.568	0.538	0.201	0.257	0.0	0.057	0.326	0.389	0.359	0.022	0.077	0.0
CPI-CS0DF85303A	BMR1B_AVR2A_BMP7	complex:BMR1B_AVR2A	simple:P18075		BMP7	True	True	False	curated	False	0.057	0.327	0.389	0.359	0.022	0.078	0.0	0.428	0.697	0.76	0.73	0.393	0.448	0.0	0.526	0.796	0.858	0.828	0.491	0.547	0.0	0.677	0.947	1.009	0.979	0.642	0.698	0.0	0.06	0.329	0.391	0.362	0.024	0.08	0.0	0.631	0.901	0.963	0.933	0.596	0.652	0.0	0.072	0.341	0.404	0.374	0.037	0.092	0.0
CPI-CS08A853007	BMR1B_AVR2B_BMP7	complex:BMR1B_AVR2B	simple:P18075		BMP7	True	True	False	curated	False	0.057	0.327	0.389	0.359	0.022	0.078	0.0	0.271	0.541	0.603	0.573	0.236	0.292	0.0	0.254	0.523	0.585	0.555	0.218	0.274	0.0	0.403	0.672	0.734	0.705	0.367	0.423	0.0	0.058	0.327	0.389	0.36	0.022	0.078	0.0	0.236	0.506	0.568	0.538	0.201	0.257	0.0	0.057	0.326	0.389	0.359	0.022	0.077	0.0
CPI-CS0E1BF543E	ACVR1_BMPR2_BMP5	complex:ACVR1_BMPR2	simple:P22003		BMP5	True	True	False	curated	False	0.073	0.332	0.099	0.325	0.091	0.0	0.109	0.705	0.964	0.731	0.957	0.723	0.0	0.741	0.383	0.642	0.409	0.635	0.401	0.0	0.419	0.583	0.841	0.609	0.834	0.6	0.0	0.618	0.154	0.412	0.18	0.405	0.171	0.0	0.189	0.795	1.054	0.821	1.047	0.813	0.0	0.831	0.072	0.33	0.097	0.323	0.089	0.0	0.107
CPI-CS0EC80CA59	ACVR_1A2A receptor_BMP5	complex:ACVR_1A2A receptor	simple:P22003		BMP5	True	True	False	curated	False	0.073	0.332	0.099	0.325	0.091	0.0	0.109	0.705	0.964	0.731	0.957	0.723	0.0	0.741	0.383	0.642	0.409	0.635	0.401	0.0	0.419	0.583	0.841	0.609	0.834	0.6	0.0	0.618	0.154	0.412	0.18	0.405	0.171	0.0	0.189	0.795	1.054	0.821	1.047	0.813	0.0	0.831	0.072	0.33	0.097	0.323	0.089	0.0	0.107
CPI-CS0FCC00896	ACVR_1A2B receptor_BMP5	complex:ACVR_1A2B receptor	simple:P22003		BMP5	True	True	False	curated	False	0.073	0.332	0.099	0.325	0.091	0.0	0.109	0.216	0.475	0.242	0.468	0.234	0.0	0.252	0.199	0.457	0.224	0.45	0.216	0.0	0.234	0.348	0.606	0.373	0.599	0.365	0.0	0.383	0.003	0.261	0.029	0.254	0.02	0.0	0.038	0.181	0.44	0.207	0.433	0.199	0.0	0.217	0.002	0.261	0.028	0.254	0.02	0.0	0.038
CPI-CS046BCFC6F	BMPR1A_BMPR2_BMP5	complex:BMPR1A_BMPR2	simple:P22003		BMP5	True	True	False	curated	False	0.184	0.442	0.209	0.435	0.201	0.0	0.219	0.554	0.813	0.58	0.806	0.572	0.0	0.59	0.542	0.8	0.568	0.793	0.559	0.0	0.577	0.592	0.851	0.618	0.844	0.61	0.0	0.628	0.053	0.311	0.078	0.304	0.07	0.0	0.088	0.246	0.505	0.272	0.498	0.264	0.0	0.282	0.196	0.454	0.222	0.448	0.214	0.0	0.231
CPI-CS02C93975C	BMPR1B_BMPR2_BMP5	complex:BMPR1B_BMPR2	simple:P22003		BMP5	True	True	False	curated	False	0.002	0.261	0.028	0.254	0.02	0.0	0.038	0.373	0.632	0.399	0.625	0.391	0.0	0.409	0.472	0.73	0.497	0.723	0.489	0.0	0.507	0.622	0.881	0.648	0.874	0.64	0.0	0.658	0.005	0.263	0.03	0.256	0.022	0.0	0.04	0.576	0.835	0.602	0.828	0.594	0.0	0.612	0.017	0.276	0.043	0.269	0.035	0.0	0.053
CPI-CS047EE9E03	BMR1A_ACR2A_BMP5	complex:BMR1A_ACR2A	simple:P22003		BMP5	True	True	False	curated	False	0.184	0.442	0.209	0.435	0.201	0.0	0.219	0.554	0.813	0.58	0.806	0.572	0.0	0.59	0.542	0.8	0.568	0.793	0.559	0.0	0.577	0.592	0.851	0.618	0.844	0.61	0.0	0.628	0.053	0.311	0.078	0.304	0.07	0.0	0.088	0.246	0.505	0.272	0.498	0.264	0.0	0.282	0.196	0.454	0.222	0.448	0.214	0.0	0.231
CPI-CS0CA393CC5	BMR1A_AVR2B_BMP5	complex:BMR1A_AVR2B	simple:P22003		BMP5	True	True	False	curated	False	0.095	0.353	0.12	0.346	0.112	0.0	0.13	0.216	0.475	0.242	0.468	0.234	0.0	0.252	0.199	0.457	0.224	0.45	0.216	0.0	0.234	0.348	0.606	0.373	0.599	0.365	0.0	0.383	0.003	0.261	0.029	0.254	0.02	0.0	0.038	0.181	0.44	0.207	0.433	0.199	0.0	0.217	0.002	0.261	0.028	0.254	0.02	0.0	0.038
CPI-CS01A4D7E2F	BMR1B_AVR2A_BMP5	complex:BMR1B_AVR2A	simple:P22003		BMP5	True	True	False	curated	False	0.002	0.261	0.028	0.254	0.02	0.0	0.038	0.373	0.632	0.399	0.625	0.391	0.0	0.409	0.472	0.73	0.497	0.723	0.489	0.0	0.507	0.622	0.881	0.648	0.874	0.64	0.0	0.658	0.005	0.263	0.03	0.256	0.022	0.0	0.04	0.576	0.835	0.602	0.828	0.594	0.0	0.612	0.017	0.276	0.043	0.269	0.035	0.0	0.053
CPI-CS0BEC40E19	BMR1B_AVR2B_BMP5	complex:BMR1B_AVR2B	simple:P22003		BMP5	True	True	False	curated	False	0.002	0.261	0.028	0.254	0.02	0.0	0.038	0.216	0.475	0.242	0.468	0.234	0.0	0.252	0.199	0.457	0.224	0.45	0.216	0.0	0.234	0.348	0.606	0.373	0.599	0.365	0.0	0.383	0.003	0.261	0.029	0.254	0.02	0.0	0.038	0.181	0.44	0.207	0.433	0.199	0.0	0.217	0.002	0.261	0.028	0.254	0.02	0.0	0.038
CPI-CS0C16967C6	ACVR1_BMPR2_BMP6	complex:ACVR1_BMPR2	simple:P22004		BMP6	True	True	False	curated	False	0.073	0.086	0.0	0.073	0.207	0.0	0.0	0.705	0.718	0.0	0.705	0.839	0.0	0.0	0.383	0.396	0.0	0.383	0.517	0.0	0.0	0.582	0.595	0.0	0.582	0.717	0.0	0.0	0.153	0.166	0.0	0.153	0.287	0.0	0.0	0.795	0.808	0.0	0.795	0.929	0.0	0.0	0.071	0.084	0.0	0.071	0.205	0.0	0.0
CPI-CS0FFBA02F8	ACVR_1A2A receptor_BMP6	complex:ACVR_1A2A receptor	simple:P22004		BMP6	True	True	False	curated	False	0.073	0.086	0.0	0.073	0.207	0.0	0.0	0.705	0.718	0.0	0.705	0.839	0.0	0.0	0.383	0.396	0.0	0.383	0.517	0.0	0.0	0.582	0.595	0.0	0.582	0.717	0.0	0.0	0.153	0.166	0.0	0.153	0.287	0.0	0.0	0.795	0.808	0.0	0.795	0.929	0.0	0.0	0.071	0.084	0.0	0.071	0.205	0.0	0.0
CPI-CS02AEFFE28	ACVR_1A2B receptor_BMP6	complex:ACVR_1A2B receptor	simple:P22004		BMP6	True	True	False	curated	False	0.073	0.086	0.0	0.073	0.207	0.0	0.0	0.216	0.229	0.0	0.216	0.35	0.0	0.0	0.198	0.211	0.0	0.198	0.332	0.0	0.0	0.347	0.36	0.0	0.347	0.481	0.0	0.0	0.002	0.016	0.0	0.002	0.137	0.0	0.0	0.181	0.194	0.0	0.181	0.315	0.0	0.0	0.002	0.015	0.0	0.002	0.136	0.0	0.0
CPI-CS0F6CFB979	BMPR1A_BMPR2_BMP6	complex:BMPR1A_BMPR2	simple:P22004		BMP6	True	True	False	curated	False	0.183	0.196	0.0	0.183	0.317	0.0	0.0	0.554	0.567	0.0	0.554	0.688	0.0	0.0	0.541	0.554	0.0	0.541	0.676	0.0	0.0	0.592	0.605	0.0	0.592	0.726	0.0	0.0	0.052	0.065	0.0	0.052	0.186	0.0	0.0	0.246	0.259	0.0	0.246	0.38	0.0	0.0	0.196	0.209	0.0	0.196	0.33	0.0	0.0
CPI-CS0EF793D6A	BMPR1B_BMPR2_BMP6	complex:BMPR1B_BMPR2	simple:P22004		BMP6	True	True	False	curated	False	0.002	0.015	0.0	0.002	0.136	0.0	0.0	0.373	0.386	0.0	0.373	0.507	0.0	0.0	0.471	0.484	0.0	0.471	0.605	0.0	0.0	0.622	0.635	0.0	0.622	0.756	0.0	0.0	0.004	0.017	0.0	0.004	0.138	0.0	0.0	0.576	0.589	0.0	0.576	0.71	0.0	0.0	0.017	0.03	0.0	0.017	0.151	0.0	0.0
CPI-CS0247DA882	BMR1A_ACR2A_BMP6	complex:BMR1A_ACR2A	simple:P22004		BMP6	True	True	False	curated	False	0.183	0.196	0.0	0.183	0.317	0.0	0.0	0.554	0.567	0.0	0.554	0.688	0.0	0.0	0.541	0.554	0.0	0.541	0.676	0.0	0.0	0.592	0.605	0.0	0.592	0.726	0.0	0.0	0.052	0.065	0.0	0.052	0.186	0.0	0.0	0.246	0.259	0.0	0.246	0.38	0.0	0.0	0.196	0.209	0.0	0.196	0.33	0.0	0.0
CPI-CS076E1A639	BMR1A_AVR2B_BMP6	complex:BMR1A_AVR2B	simple:P22004		BMP6	True	True	False	curated	False	0.094	0.107	0.0	0.094	0.228	0.0	0.0	0.216	0.229	0.0	0.216	0.35	0.0	0.0	0.198	0.211	0.0	0.198	0.332	0.0	0.0	0.347	0.36	0.0	0.347	0.481	0.0	0.0	0.002	0.016	0.0	0.002	0.137	0.0	0.0	0.181	0.194	0.0	0.181	0.315	0.0	0.0	0.002	0.015	0.0	0.002	0.136	0.0	0.0
CPI-CS0921BB754	BMR1B_AVR2A_BMP6	complex:BMR1B_AVR2A	simple:P22004		BMP6	True	True	False	curated	False	0.002	0.015	0.0	0.002	0.136	0.0	0.0	0.373	0.386	0.0	0.373	0.507	0.0	0.0	0.471	0.484	0.0	0.471	0.605	0.0	0.0	0.622	0.635	0.0	0.622	0.756	0.0	0.0	0.004	0.017	0.0	0.004	0.138	0.0	0.0	0.576	0.589	0.0	0.576	0.71	0.0	0.0	0.017	0.03	0.0	0.017	0.151	0.0	0.0
CPI-CS0C0D60519	BMR1B_AVR2B_BMP6	complex:BMR1B_AVR2B	simple:P22004		BMP6	True	True	False	curated	False	0.002	0.015	0.0	0.002	0.136	0.0	0.0	0.216	0.229	0.0	0.216	0.35	0.0	0.0	0.198	0.211	0.0	0.198	0.332	0.0	0.0	0.347	0.36	0.0	0.347	0.481	0.0	0.0	0.002	0.016	0.0	0.002	0.137	0.0	0.0	0.181	0.194	0.0	0.181	0.315	0.0	0.0	0.002	0.015	0.0	0.002	0.136	0.0	0.0
CPI-CS0AEE2FB22	ACVR1_BMPR2_BMP8A	complex:ACVR1_BMPR2	simple:Q7Z5Y6		BMP8A	True	True	False	curated	False	0.0	0.102	0.0	0.073	0.0	0.0	0.0	0.0	0.734	0.0	0.705	0.0	0.0	0.0	0.0	0.412	0.0	0.383	0.0	0.0	0.0	0.0	0.612	0.0	0.583	0.0	0.0	0.0	0.0	0.183	0.0	0.154	0.0	0.0	0.0	0.0	0.824	0.0	0.795	0.0	0.0	0.0	0.0	0.1	0.0	0.072	0.0	0.0	0.0
CPI-CS0CE2A204A	ACVR_1A2A receptor_BMP8A	complex:ACVR_1A2A receptor	simple:Q7Z5Y6		BMP8A	True	True	False	curated	False	0.0	0.102	0.0	0.073	0.0	0.0	0.0	0.0	0.734	0.0	0.705	0.0	0.0	0.0	0.0	0.412	0.0	0.383	0.0	0.0	0.0	0.0	0.612	0.0	0.583	0.0	0.0	0.0	0.0	0.183	0.0	0.154	0.0	0.0	0.0	0.0	0.824	0.0	0.795	0.0	0.0	0.0	0.0	0.1	0.0	0.072	0.0	0.0	0.0
CPI-CS0860DA460	ACVR_1A2B receptor_BMP8A	complex:ACVR_1A2B receptor	simple:Q7Z5Y6		BMP8A	True	True	False	curated	False	0.0	0.102	0.0	0.073	0.0	0.0	0.0	0.0	0.245	0.0	0.217	0.0	0.0	0.0	0.0	0.227	0.0	0.199	0.0	0.0	0.0	0.0	0.376	0.0	0.348	0.0	0.0	0.0	0.0	0.032	0.0	0.003	0.0	0.0	0.0	0.0	0.21	0.0	0.182	0.0	0.0	0.0	0.0	0.031	0.0	0.002	0.0	0.0	0.0
CPI-CS090FFEDFE	BMPR1A_BMPR2_BMP8A	complex:BMPR1A_BMPR2	simple:Q7Z5Y6		BMP8A	True	True	False	curated	False	0.0	0.212	0.0	0.184	0.0	0.0	0.0	0.0	0.583	0.0	0.555	0.0	0.0	0.0	0.0	0.571	0.0	0.542	0.0	0.0	0.0	0.0	0.621	0.0	0.593	0.0	0.0	0.0	0.0	0.081	0.0	0.053	0.0	0.0	0.0	0.0	0.275	0.0	0.246	0.0	0.0	0.0	0.0	0.225	0.0	0.196	0.0	0.0	0.0
CPI-CS0484364A2	BMPR1B_BMPR2_BMP8A	complex:BMPR1B_BMPR2	simple:Q7Z5Y6		BMP8A	True	True	False	curated	False	0.0	0.031	0.0	0.003	0.0	0.0	0.0	0.0	0.402	0.0	0.373	0.0	0.0	0.0	0.0	0.5	0.0	0.472	0.0	0.0	0.0	0.0	0.651	0.0	0.623	0.0	0.0	0.0	0.0	0.033	0.0	0.005	0.0	0.0	0.0	0.0	0.605	0.0	0.577	0.0	0.0	0.0	0.0	0.046	0.0	0.017	0.0	0.0	0.0
CPI-CS0C091F24B	BMR1A_ACR2A_BMP8A	complex:BMR1A_ACR2A	simple:Q7Z5Y6		BMP8A	True	True	False	curated	False	0.0	0.212	0.0	0.184	0.0	0.0	0.0	0.0	0.583	0.0	0.555	0.0	0.0	0.0	0.0	0.571	0.0	0.542	0.0	0.0	0.0	0.0	0.621	0.0	0.593	0.0	0.0	0.0	0.0	0.081	0.0	0.053	0.0	0.0	0.0	0.0	0.275	0.0	0.246	0.0	0.0	0.0	0.0	0.225	0.0	0.196	0.0	0.0	0.0
CPI-CS017A50010	BMR1A_AVR2B_BMP8A	complex:BMR1A_AVR2B	simple:Q7Z5Y6		BMP8A	True	True	False	curated	False	0.0	0.123	0.0	0.095	0.0	0.0	0.0	0.0	0.245	0.0	0.217	0.0	0.0	0.0	0.0	0.227	0.0	0.199	0.0	0.0	0.0	0.0	0.376	0.0	0.348	0.0	0.0	0.0	0.0	0.032	0.0	0.003	0.0	0.0	0.0	0.0	0.21	0.0	0.182	0.0	0.0	0.0	0.0	0.031	0.0	0.002	0.0	0.0	0.0
CPI-CS01319F57A	BMR1B_AVR2A_BMP8A	complex:BMR1B_AVR2A	simple:Q7Z5Y6		BMP8A	True	True	False	curated	False	0.0	0.031	0.0	0.003	0.0	0.0	0.0	0.0	0.402	0.0	0.373	0.0	0.0	0.0	0.0	0.5	0.0	0.472	0.0	0.0	0.0	0.0	0.651	0.0	0.623	0.0	0.0	0.0	0.0	0.033	0.0	0.005	0.0	0.0	0.0	0.0	0.605	0.0	0.577	0.0	0.0	0.0	0.0	0.046	0.0	0.017	0.0	0.0	0.0
CPI-CS03DF8BD36	BMR1B_AVR2B_BMP8A	complex:BMR1B_AVR2B	simple:Q7Z5Y6		BMP8A	True	True	False	curated	False	0.0	0.031	0.0	0.003	0.0	0.0	0.0	0.0	0.245	0.0	0.217	0.0	0.0	0.0	0.0	0.227	0.0	0.199	0.0	0.0	0.0	0.0	0.376	0.0	0.348	0.0	0.0	0.0	0.0	0.032	0.0	0.003	0.0	0.0	0.0	0.0	0.21	0.0	0.182	0.0	0.0	0.0	0.0	0.031	0.0	0.002	0.0	0.0	0.0
CPI-CC045C36F28	ACVR_1A2A receptor_Activin ligand ab	complex:ACVR_1A2A receptor	complex:Activin ligand ab			True	True	False	curated	False	0.077	0.39	0.144	0.153	0.116	0.215	0.077	0.709	1.022	0.776	0.785	0.749	0.847	0.709	0.387	0.7	0.454	0.463	0.427	0.526	0.387	0.586	0.9	0.653	0.663	0.626	0.725	0.586	0.157	0.471	0.224	0.234	0.197	0.296	0.157	0.799	1.112	0.866	0.875	0.839	0.938	0.799	0.075	0.388	0.142	0.152	0.115	0.214	0.075
CPI-CC09863F59B	ACVR_1A2B receptor_Activin ligand ab	complex:ACVR_1A2B receptor	complex:Activin ligand ab			True	True	False	curated	False	0.077	0.39	0.144	0.153	0.116	0.215	0.077	0.22	0.533	0.287	0.296	0.26	0.359	0.22	0.202	0.515	0.269	0.279	0.242	0.341	0.202	0.351	0.664	0.418	0.428	0.391	0.49	0.351	0.007	0.32	0.073	0.083	0.046	0.145	0.006	0.185	0.498	0.252	0.261	0.225	0.324	0.185	0.006	0.319	0.073	0.082	0.045	0.144	0.006
CPI-CC0104F2A96	ACVR_1B2A receptor_Activin ligand ab	complex:ACVR_1B2A receptor	complex:Activin ligand ab			True	True	False	curated	False	0.011	0.324	0.078	0.088	0.051	0.15	0.011	0.381	0.694	0.448	0.457	0.42	0.519	0.381	0.429	0.742	0.496	0.506	0.469	0.568	0.429	0.323	0.636	0.39	0.399	0.363	0.462	0.323	0.156	0.469	0.223	0.232	0.196	0.294	0.156	0.064	0.377	0.131	0.14	0.104	0.203	0.064	0.051	0.364	0.118	0.127	0.09	0.189	0.051
CPI-CC072007F09	ACVR_1B2B receptor_Activin ligand ab	complex:ACVR_1B2B receptor	complex:Activin ligand ab			True	True	False	curated	False	0.011	0.324	0.078	0.088	0.051	0.15	0.011	0.22	0.533	0.287	0.296	0.26	0.359	0.22	0.202	0.515	0.269	0.279	0.242	0.341	0.202	0.323	0.636	0.39	0.399	0.363	0.462	0.323	0.007	0.32	0.073	0.083	0.046	0.145	0.006	0.064	0.377	0.131	0.14	0.104	0.203	0.064	0.006	0.319	0.073	0.082	0.045	0.144	0.006
CPI-CC0947744F4	ACVR_1C2A receptor_Activin ligand ab	complex:ACVR_1C2A receptor	complex:Activin ligand ab			True	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.044	0.357	0.111	0.12	0.083	0.182	0.044	0.007	0.32	0.074	0.083	0.046	0.145	0.007	0.022	0.336	0.089	0.099	0.062	0.161	0.022	0.006	0.319	0.073	0.082	0.046	0.145	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.331	0.085	0.094	0.058	0.157	0.018
CPI-CC0B6E6E341	ACVR_1C2B receptor_Activin ligand ab	complex:ACVR_1C2B receptor	complex:Activin ligand ab			True	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.044	0.357	0.111	0.12	0.083	0.182	0.044	0.007	0.32	0.074	0.083	0.046	0.145	0.007	0.022	0.336	0.089	0.099	0.062	0.161	0.022	0.006	0.319	0.073	0.082	0.046	0.145	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.319	0.073	0.082	0.045	0.144	0.006
CPI-CS091BF99D0	ACVR_1A2A receptor_INHBA	complex:ACVR_1A2A receptor	simple:P08476		INHBA	True	True	False	curated	False	0.117	0.436	0.144	0.153	0.477	1.067	0.084	0.749	1.068	0.776	0.785	1.109	1.699	0.717	0.427	0.746	0.454	0.463	0.787	1.377	0.395	0.627	0.946	0.653	0.663	0.987	1.577	0.594	0.198	0.517	0.224	0.234	0.558	1.148	0.165	0.839	1.158	0.866	0.875	1.199	1.789	0.807	0.116	0.435	0.142	0.152	0.476	1.066	0.083
CPI-CS04DD927C9	ACVR_1A2B receptor_INHBA	complex:ACVR_1A2B receptor	simple:P08476		INHBA	True	True	False	curated	False	0.117	0.436	0.144	0.153	0.477	1.067	0.084	0.26	0.579	0.287	0.296	0.62	1.21	0.228	0.243	0.562	0.269	0.279	0.603	1.193	0.21	0.392	0.711	0.418	0.428	0.752	1.342	0.359	0.047	0.366	0.073	0.083	0.407	0.997	0.014	0.226	0.545	0.252	0.261	0.585	1.175	0.193	0.046	0.365	0.073	0.082	0.406	0.996	0.013
CPI-CS0533A30DC	ACVR_1B2A receptor_INHBA	complex:ACVR_1B2A receptor	simple:P08476		INHBA	True	True	False	curated	False	0.052	0.371	0.078	0.088	0.411	1.002	0.019	0.421	0.74	0.448	0.457	0.781	1.371	0.388	0.47	0.789	0.496	0.506	0.83	1.42	0.437	0.363	0.683	0.39	0.399	0.723	1.313	0.331	0.196	0.515	0.223	0.232	0.556	1.146	0.164	0.104	0.423	0.131	0.14	0.464	1.054	0.072	0.091	0.41	0.118	0.127	0.451	1.041	0.058
CPI-CS0C159B54D	ACVR_1B2B receptor_INHBA	complex:ACVR_1B2B receptor	simple:P08476		INHBA	True	True	False	curated	False	0.052	0.371	0.078	0.088	0.411	1.002	0.019	0.26	0.579	0.287	0.296	0.62	1.21	0.228	0.243	0.562	0.269	0.279	0.603	1.193	0.21	0.363	0.683	0.39	0.399	0.723	1.313	0.331	0.047	0.366	0.073	0.083	0.407	0.997	0.014	0.104	0.423	0.131	0.14	0.464	1.054	0.072	0.046	0.365	0.073	0.082	0.406	0.996	0.013
CPI-CS0924060DB	ACVR_1C2A receptor_INHBA	complex:ACVR_1C2A receptor	simple:P08476		INHBA	True	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.084	0.403	0.111	0.12	0.444	1.034	0.051	0.047	0.366	0.074	0.083	0.407	0.997	0.014	0.063	0.382	0.089	0.099	0.423	1.013	0.03	0.046	0.365	0.073	0.082	0.406	0.996	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.058	0.377	0.085	0.094	0.418	1.008	0.026
CPI-CS0B79F5D68	ACVR_1C2B receptor_INHBA	complex:ACVR_1C2B receptor	simple:P08476		INHBA	True	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.084	0.403	0.111	0.12	0.444	1.034	0.051	0.047	0.366	0.074	0.083	0.407	0.997	0.014	0.063	0.382	0.089	0.099	0.423	1.013	0.03	0.046	0.365	0.073	0.082	0.406	0.996	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.046	0.365	0.073	0.082	0.406	0.996	0.013
CPI-CS073233FCC	ACVR_1A2A receptor_INHBB	complex:ACVR_1A2A receptor	simple:P09529		INHBB	True	True	False	curated	False	0.077	0.39	0.501	0.582	0.116	0.215	0.077	0.709	1.022	1.133	1.215	0.749	0.847	0.709	0.387	0.7	0.811	0.893	0.427	0.526	0.387	0.586	0.9	1.011	1.092	0.626	0.725	0.586	0.157	0.471	0.582	0.663	0.197	0.296	0.157	0.799	1.112	1.223	1.305	0.839	0.938	0.799	0.075	0.388	0.499	0.581	0.115	0.214	0.075
CPI-CS048465560	ACVR_1A2B receptor_INHBB	complex:ACVR_1A2B receptor	simple:P09529		INHBB	True	True	False	curated	False	0.077	0.39	0.501	0.582	0.116	0.215	0.077	0.22	0.533	0.644	0.726	0.26	0.359	0.22	0.202	0.515	0.626	0.708	0.242	0.341	0.202	0.351	0.664	0.776	0.857	0.391	0.49	0.351	0.007	0.32	0.431	0.512	0.046	0.145	0.006	0.185	0.498	0.609	0.691	0.225	0.324	0.185	0.006	0.319	0.43	0.511	0.045	0.144	0.006
CPI-CS02899BF8B	ACVR_1B2A receptor_INHBB	complex:ACVR_1B2A receptor	simple:P09529		INHBB	True	True	False	curated	False	0.011	0.324	0.435	0.517	0.051	0.15	0.011	0.381	0.694	0.805	0.886	0.42	0.519	0.381	0.429	0.742	0.854	0.935	0.469	0.568	0.429	0.323	0.636	0.747	0.829	0.363	0.462	0.323	0.156	0.469	0.58	0.662	0.196	0.294	0.156	0.064	0.377	0.488	0.57	0.104	0.203	0.064	0.051	0.364	0.475	0.557	0.09	0.189	0.051
CPI-CS085EF890A	ACVR_1B2B receptor_INHBB	complex:ACVR_1B2B receptor	simple:P09529		INHBB	True	True	False	curated	False	0.011	0.324	0.435	0.517	0.051	0.15	0.011	0.22	0.533	0.644	0.726	0.26	0.359	0.22	0.202	0.515	0.626	0.708	0.242	0.341	0.202	0.323	0.636	0.747	0.829	0.363	0.462	0.323	0.007	0.32	0.431	0.512	0.046	0.145	0.006	0.064	0.377	0.488	0.57	0.104	0.203	0.064	0.006	0.319	0.43	0.511	0.045	0.144	0.006
CPI-CS007ADC2D1	ACVR_1C2A receptor_INHBB	complex:ACVR_1C2A receptor	simple:P09529		INHBB	True	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.044	0.357	0.468	0.549	0.083	0.182	0.044	0.007	0.32	0.431	0.513	0.046	0.145	0.007	0.022	0.336	0.447	0.528	0.062	0.161	0.022	0.006	0.319	0.43	0.512	0.046	0.145	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.331	0.442	0.524	0.058	0.157	0.018
CPI-CS0A5400A6A	ACVR_1C2B receptor_INHBB	complex:ACVR_1C2B receptor	simple:P09529		INHBB	True	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.044	0.357	0.468	0.549	0.083	0.182	0.044	0.007	0.32	0.431	0.513	0.046	0.145	0.007	0.022	0.336	0.447	0.528	0.062	0.161	0.022	0.006	0.319	0.43	0.512	0.046	0.145	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.319	0.43	0.511	0.045	0.144	0.006
