tumors	samples	score_emt	states
2609	KIRC	KIRC.TCGA.AK.3427.01A.01R.0864.07	-0.34956544665619	2
2610	THCA	THCA.TCGA.EM.A3AK.01A.11R.A206.07	-0.937775148073339	2
2611	LUSC	LUSC.TCGA.77.8148.01A.11R.2247.07	-0.0759982214371975	1
2612	KIRC	KIRC.TCGA.BP.4347.01A.01R.1289.07	0.803901125199716	3
2613	OV	OV.TCGA.13.1405.01A.01R.1565.13	0.918488930247024	1
2614	THCA	THCA.TCGA.DJ.A2Q3.01A.11R.A18C.07	-0.914378141354126	1
2615	THYM	THYM.TCGA.ZB.A96D.01A.11R.A42S.07	0.551793152089233	3
2616	KIRC	KIRC.TCGA.BP.5174.01A.01R.1426.07	0.0454794925375616	3
2617	LUSC	LUSC.TCGA.56.1622.01A.01R.0692.07	-0.542431708284782	1
2618	ACC	ACC.TCGA.OR.A5J3.01A.11R.A29S.07	1.968913573781	3
2619	BRCA	BRCA.TCGA.E2.A109.01A.11R.A10J.07	-0.662337850877974	1
2620	STAD	STAD.TCGA.HJ.7597.01A.21R.2203.13	-0.584190103378078	1
2621	THCA	THCA.TCGA.EL.A3CO.01A.11R.A19O.07	-0.166169101796763	1
2622	KIRP	KIRP.TCGA.B1.A655.01A.11R.A31O.07	0.443896281227866	2
2623	COAD	COAD.TCGA.AA.3692.01A.01R.0905.07	-0.627942666947928	2
2624	KIRC	KIRC.TCGA.B0.5695.01A.11R.1541.07	1.53836385066522	3
2625	BRCA	BRCA.TCGA.AR.A24P.01A.11R.A169.07	-0.105287227895495	1
2626	SKCM	SKCM.TCGA.YG.AA3P.06A.11R.A38C.07	2.01613952520567	3
2627	OV	OV.TCGA.13.1507.01A.01R.1565.13	0.252684167537008	2
2628	PRAD	PRAD.TCGA.ZG.A8QZ.01A.11R.A37L.07	-0.31984850297198	1
2629	UCEC	UCEC.TCGA.FI.A2F4.01A.11R.A17B.07	-0.949081091777232	2
2630	LIHC	LIHC.TCGA.G3.A3CK.01A.11R.A213.07	-0.534221962143546	2
2631	LIHC	LIHC.TCGA.EP.A3RK.01A.11R.A22L.07	0.610433152201882	2
2632	KIRC	KIRC.TCGA.CJ.4899.01A.01R.1334.07	0.574238589978414	3
2633	KIRC	KIRC.TCGA.B8.4154.01A.01R.1188.07	1.22771138855665	3
2634	UCEC	UCEC.TCGA.DI.A1BU.01A.11R.A137.07	-1.06507421724177	2
2635	KIRC	KIRC.TCGA.B8.5553.01A.01R.1541.07	0.285153153379867	3
2636	KIRC	KIRC.TCGA.BP.5170.01A.01R.1426.07	1.3578968543438	3
2637	LIHC	LIHC.TCGA.PD.A5DF.01A.11R.A27V.07	-0.158558814216975	2
2638	BRCA	BRCA.TCGA.A2.A0EN.01A.13R.A084.07	1.20412399905036	1
2639	STAD	STAD.TCGA.3M.AB46.01A.11R.A414.31	-0.112950708823234	2
2640	SKCM	SKCM.TCGA.EB.A6QZ.01A.12R.A32P.07	1.42350759820581	3
2641	THCA	THCA.TCGA.CE.A3MD.01A.11R.A20F.07	-0.179819234319411	3
2642	STAD	STAD.TCGA.BR.7196.01A.11R.2055.13	0.45023578557725	1
2643	KIRC	KIRC.TCGA.CW.5587.01A.01R.1541.07	0.494313836954543	3
2644	ACC	ACC.TCGA.OR.A5K0.01A.11R.A29S.07	1.36520092378615	3
2645	THCA	THCA.TCGA.EM.A3AL.01A.11R.A206.07	-0.777959458261102	1
2646	THCA	THCA.TCGA.EM.A3O8.01A.11R.A220.07	-1.17978692707457	2
2647	BRCA	BRCA.TCGA.E2.A1L6.01A.11R.A13Q.07	-0.0214535186415853	1
2648	READ	READ.TCGA.AG.A036.01A.12R.A083.07	-0.330635452223665	2
2649	THCA	THCA.TCGA.FE.A238.01A.11R.A16R.07	-1.00928689616765	2
2650	LIHC	LIHC.TCGA.DD.A119.01A.11R.A131.07	0.155677762735502	2
2651	OV	OV.TCGA.13.1499.01A.01R.1565.13	0.270768267502863	1
2652	SKCM	SKCM.TCGA.ER.A19D.06A.11R.A18S.07	3.50188674908982	3
2653	KIRC	KIRC.TCGA.B0.4821.01A.01R.1503.07	1.50015566183426	3
2654	READ	READ.TCGA.AG.A01Y.01A.41R.A083.07	-0.307500471273275	2
2655	THCA	THCA.TCGA.EL.A3GW.01A.11R.A206.07	-1.55257518622892	2
2656	CESC	CESC.TCGA.C5.A8XK.01A.11R.A37O.07	-0.249079016806432	1
2657	CESC	CESC.TCGA.EA.A5ZE.01A.11R.A28H.07	0.353811975462521	2
2658	SKCM	SKCM.TCGA.D3.A8GS.06A.12R.A37K.07	1.72466234447869	3
2659	LIHC	LIHC.TCGA.DD.A1EH.01A.11R.A131.07	-0.881219271857784	2
2660	BLCA	BLCA.TCGA.GV.A3JV.01A.11R.A220.07	-0.327664481476183	2
2661	KIRC	KIRC.TCGA.B0.5096.01A.01R.1420.07	1.39754190283695	3
2662	KIRC	KIRC.TCGA.BP.4760.01A.02R.1420.07	0.172946512163044	1
2663	KIRP	KIRP.TCGA.2Z.A9JS.01A.21R.A42S.07	-0.904824191551433	2
2664	THCA	THCA.TCGA.EL.A3ZG.01A.11R.A23N.07	-0.759317340369384	2
2665	SKCM	SKCM.TCGA.D3.A3C1.06A.12R.A18S.07	2.58526171044354	3
2666	BRCA	BRCA.TCGA.E2.A3DX.01A.21R.A213.07	0.808205570095976	1
2667	THYM	THYM.TCGA.ZB.A96B.01A.11R.A42S.07	0.661824027382028	3
2668	KIRP	KIRP.TCGA.GL.6846.01A.11R.1965.07	-1.37440001224182	2
2669	UCEC	UCEC.TCGA.B5.A11F.01A.11R.A10J.07	0.390841121543495	2
2670	KIRC	KIRC.TCGA.CJ.4885.01A.01R.1305.07	0.277631283663202	3
2671	SKCM	SKCM.TCGA.GF.A4EO.06A.12R.A24X.07	2.14247887497234	3
2672	STAD	STAD.TCGA.HU.A4H8.01A.11R.A251.31	-1.52072252997747	2
2673	KIRP	KIRP.TCGA.AL.7173.01A.11R.2139.07	0.886573835355296	2
2674	PRAD	PRAD.TCGA.J4.A83L.01A.11R.A352.07	-0.75839359719399	2
2675	KIRP	KIRP.TCGA.2Z.A9J3.01A.12R.A38C.07	-0.638164004242747	2
2676	KIRC	KIRC.TCGA.BP.4177.01A.02R.1420.07	-0.227252015520243	1
2677	BRCA	BRCA.TCGA.GM.A3XN.01A.12R.A22U.07	1.35418811346353	1
2678	LUAD	LUAD.TCGA.38.4632.01A.01R.1755.07	0.0929695596638009	2
2679	OV	OV.TCGA.57.1583.01A.01R.1566.13	-0.618911696327947	2
2680	BRCA	BRCA.TCGA.C8.A137.01A.11R.A115.07	-0.0145203174253871	1
2681	BRCA	BRCA.TCGA.B6.A409.01A.11R.A24H.07	-0.0841796162338463	1
2682	KIRC	KIRC.TCGA.CZ.4853.01A.01R.1426.07	0.25174496832581	3
2683	PAAD	PAAD.TCGA.HZ.7918.01A.11R.2156.07	0.0260760236024586	1
2684	BRCA	BRCA.TCGA.JL.A3YX.01A.11R.A22U.07	-0.288145382024909	1
2685	THCA	THCA.TCGA.ET.A40Q.01A.11R.A23N.07	-0.469834393188787	2
2686	KIRC	KIRC.TCGA.CW.5589.01A.01R.1541.07	0.608217936238795	3
2687	STAD	STAD.TCGA.KB.A6F7.01A.12R.A32D.31	-1.06720285390972	2
2688	THCA	THCA.TCGA.J8.A3YE.01A.12R.A23N.07	-1.18207585366266	2
2689	ACC	ACC.TCGA.OR.A5JZ.01A.11R.A29S.07	1.39960878571362	3
2690	READ	READ.TCGA.AF.3400.01A.01R.0821.07	1.12367461901442	1
2691	KIRC	KIRC.TCGA.CJ.4868.01A.01R.1305.07	1.87856126852552	3
2692	PRAD	PRAD.TCGA.HC.7233.01A.11R.2118.07	-1.19629973265695	2
2693	PRAD	PRAD.TCGA.EJ.7331.01A.11R.2118.07	-0.953041226859826	2
2694	BRCA	BRCA.TCGA.C8.A12L.01A.11R.A115.07	-0.469080819165798	1
2695	ACC	ACC.TCGA.OR.A5L4.01A.11R.A29S.07	1.94197975105078	3
2696	PRAD	PRAD.TCGA.HC.7748.01A.11R.2118.07	-0.812449924332309	1
2697	BRCA	BRCA.TCGA.BH.A0HW.01A.11R.A034.07	-1.06884084266663	1
2698	PAAD	PAAD.TCGA.FB.A7DR.01A.21R.A33R.07	0.770495377711626	1
2699	LIHC	LIHC.TCGA.DD.A4NP.01A.11R.A28V.07	0.13874139513273	2
2700	THCA	THCA.TCGA.EM.A2P2.01A.11R.A206.07	-1.35929618990415	2
2701	LUSC	LUSC.TCGA.77.8128.01A.11R.2247.07	-0.0516747856175387	1
2702	THCA	THCA.TCGA.E8.A416.01A.11R.A23N.07	-0.522363710829087	2
2703	ESCA	ESCA.TCGA.V5.AASW.01A.11R.A406.31	-1.08870766148571	2
2704	OV	OV.TCGA.09.1666.01A.01R.1566.13	-0.680503231084398	2
2705	KIRC	KIRC.TCGA.BP.5006.01A.01R.1334.07	0.678855587496059	3
2706	THCA	THCA.TCGA.DJ.A3US.01A.11R.A22L.07	-0.520761606151555	2
2707	CHOL	CHOL.TCGA.W5.AA34.01A.11R.A41I.07	-1.12456214976252	2
2708	CHOL	CHOL.TCGA.W5.AA2U.01A.11R.A41I.07	-1.20675839375793	2
2709	UCEC	UCEC.TCGA.D1.A3DA.01A.12R.A213.07	-1.29292826394556	1
2710	KIRC	KIRC.TCGA.A3.3335.01A.01R.0864.07	1.15765961210725	3
2711	LIHC	LIHC.TCGA.DD.A118.01A.11R.A131.07	-1.342381355638	2
2712	THCA	THCA.TCGA.DE.A3KN.01A.11R.A20F.07	-0.368606524057834	3
2713	KIRC	KIRC.TCGA.A3.3357.01A.02R.1420.07	-0.555076662203643	3
2714	BRCA	BRCA.TCGA.E2.A15A.01A.11R.A12D.07	-0.845736316528984	1
2715	BRCA	BRCA.TCGA.C8.A26Z.01A.11R.A16F.07	-0.712902399641793	1
2716	THCA	THCA.TCGA.H2.A3RH.01A.11R.A220.07	-1.41503226226701	2
2717	KIRC	KIRC.TCGA.B4.5836.01A.11R.1672.07	0.891049466521866	3
2718	THCA	THCA.TCGA.BJ.A45J.01A.11R.A23W.07	-0.635607997232582	2
2719	OV	OV.TCGA.09.1659.01B.01R.1564.13	-1.00813939786822	2
2720	PRAD	PRAD.TCGA.G9.6371.01A.11R.1789.07	-1.06260640381627	2
2721	THCA	THCA.TCGA.DJ.A2Q2.01A.11R.A19O.07	-0.937143751996022	1
2722	LIHC	LIHC.TCGA.BD.A2L6.01A.11R.A213.07	-0.859301041236869	2
2723	KIRC	KIRC.TCGA.BP.4174.01A.02R.1289.07	1.14946861062631	3
2724	THCA	THCA.TCGA.ET.A3BT.01A.11R.A19O.07	-0.46423421597071	2
2725	THCA	THCA.TCGA.EM.A4FF.01A.11R.A250.07	-0.861461901047939	2
2726	SKCM	SKCM.TCGA.D3.A51N.06A.11R.A266.07	2.41769577734339	3
2727	KIRP	KIRP.TCGA.V9.A7HT.01A.11R.A33Z.07	0.210132734400582	2
2728	THCA	THCA.TCGA.FE.A235.01A.11R.A16R.07	-0.257679368787944	2
2729	OV	OV.TCGA.57.1582.01A.01R.1566.13	-1.1201569127407	2
2730	BRCA	BRCA.TCGA.A2.A0ER.01A.21R.A034.07	-1.61686966610607	1
2731	KIRC	KIRC.TCGA.BP.4161.01A.02R.1325.07	0.702640337096879	3
2732	KIRC	KIRC.TCGA.B2.5641.01A.01R.1541.07	0.173378560628918	3
2733	CESC	CESC.TCGA.FU.A40J.01A.11R.A24H.07	-0.54526308060034	2
2734	KIRC	KIRC.TCGA.BP.5200.01A.01R.1426.07	1.36909924129969	3
2735	KIRC	KIRC.TCGA.AK.3455.01A.01R.0864.07	0.476281031376348	3
2736	KIRC	KIRC.TCGA.BP.4345.01A.01R.1289.07	2.96403000958408	3
2737	KIRC	KIRC.TCGA.CJ.4889.01A.01R.1305.07	1.52879284950626	3
2738	KIRP	KIRP.TCGA.2Z.A9JM.01A.12R.A42S.07	-0.0777970796573255	2
2739	KIRP	KIRP.TCGA.5P.A9JU.01A.11R.A42S.07	-0.325039873633411	2
2740	THCA	THCA.TCGA.BJ.A2N7.01A.11R.A18C.07	-0.93051985934834	2
2741	KIRC	KIRC.TCGA.CJ.5671.01A.11R.1541.07	1.8180422064696	3
2742	BRCA	BRCA.TCGA.C8.A135.01A.11R.A115.07	0.180293710375995	1
2743	STAD	STAD.TCGA.VQ.A94R.01A.11R.A414.31	-0.025322996281471	1
2744	KIRC	KIRC.TCGA.BP.4173.01A.02R.1289.07	1.14435940840595	3
2745	THCA	THCA.TCGA.FE.A233.01A.11R.A14Y.07	-1.41600539332068	2
2746	KIRC	KIRC.TCGA.CJ.4874.01A.01R.1305.07	0.651701507528659	3
2747	PRAD	PRAD.TCGA.EJ.5542.01A.01R.1580.07	-0.818903127736098	1
2748	THCA	THCA.TCGA.DJ.A3UZ.01A.11R.A22U.07	-0.464329606703559	2
2749	THCA	THCA.TCGA.EL.A4K2.01A.11R.A250.07	-0.443951553496904	2
2750	KIRC	KIRC.TCGA.B0.5107.01A.01R.1420.07	0.505654083999032	2
2751	SKCM	SKCM.TCGA.GN.A8LK.06A.11R.A37K.07	1.33319702099056	3
2752	SKCM	SKCM.TCGA.D3.A2JD.06A.11R.A18T.07	1.53651334560097	3
2753	THCA	THCA.TCGA.MK.A4N7.01A.11R.A250.07	-0.94441236756723	2
2754	CESC	CESC.TCGA.C5.A2LT.01A.11R.A18M.07	0.563232119891359	1
2755	CHOL	CHOL.TCGA.ZH.A8Y2.01A.11R.A41I.07	-1.07122942224728	2
2756	STAD	STAD.TCGA.BR.4257.01A.01R.1131.13	-0.474725813471207	1
2757	UVM	UVM.TCGA.VD.A8K9.01A.11R.A405.07	-0.493663177718038	3
2758	BRCA	BRCA.TCGA.E2.A1AZ.01A.11R.A12P.07	0.645166043294937	2
2759	KIRC	KIRC.TCGA.B0.5709.01A.11R.1541.07	1.22984972941538	3
2760	PRAD	PRAD.TCGA.EJ.5522.01A.01R.1580.07	-1.15828715073035	1
2761	KIRC	KIRC.TCGA.B0.5705.01A.11R.1541.07	0.524294975002498	3
2762	THCA	THCA.TCGA.EM.A2OZ.01A.11R.A206.07	-1.12197868671081	2
2763	UCEC	UCEC.TCGA.BK.A26L.01A.11R.A277.07	0.265541595955135	2
2764	PRAD	PRAD.TCGA.EJ.5511.01A.01R.1580.07	-1.10622842818225	1
2765	KICH	KICH.TCGA.KL.8344.01A.11R.2315.07	-0.0146648759139536	3
2766	LIHC	LIHC.TCGA.MI.A75G.01A.11R.A32O.07	-0.962663941501002	2
2767	LIHC	LIHC.TCGA.DD.AAEE.01A.11R.A41C.07	-0.257824933373665	2
2768	SKCM	SKCM.TCGA.DA.A1I1.06A.12R.A18U.07	2.67361694511313	3
2769	KIRP	KIRP.TCGA.AT.A5NU.01A.11R.A28H.07	-0.809647139651266	2
2770	THCA	THCA.TCGA.EM.A3AR.01A.12R.A20F.07	-0.720116811191764	2
2771	LUSC	LUSC.TCGA.22.4604.01A.01R.1201.07	0.581344090592483	1
2772	UCEC	UCEC.TCGA.BK.A13B.01A.51R.A22K.07	-0.401341613037442	1
2773	PAAD	PAAD.TCGA.XN.A8T5.01A.12R.A36G.07	1.00132627285362	1
2774	PRAD	PRAD.TCGA.G9.6333.01A.12R.1965.07	-0.747104639286624	2
2775	BRCA	BRCA.TCGA.A2.A0CL.01A.11R.A115.07	0.631675773678693	1
2776	KIRP	KIRP.TCGA.B9.A5W7.01A.11R.A31O.07	-0.684779121300284	2
2777	LIHC	LIHC.TCGA.EP.A26S.01A.11R.A16W.07	-0.239055498631263	2
2778	LIHC	LIHC.TCGA.DD.AACJ.01A.11R.A41C.07	-0.227955483765546	2
2779	KIRC	KIRC.TCGA.CJ.4901.01A.01R.1426.07	1.16944175031692	3
2780	BRCA	BRCA.TCGA.D8.A1JH.01A.11R.A13Q.07	0.248256972197848	1
2781	LUAD	LUAD.TCGA.97.8171.01A.11R.2287.07	-1.2973071423028	2
2782	THCA	THCA.TCGA.J8.A3YH.01A.11R.A22U.07	-0.686956482558819	2
2783	KIRP	KIRP.TCGA.A4.A7UZ.01A.12R.A355.07	-0.109357531644581	2
2784	LUSC	LUSC.TCGA.58.8387.01A.11R.2296.07	0.0062453809555465	2
2785	SKCM	SKCM.TCGA.GN.A267.06A.21R.A18T.07	2.08077216383289	3
2786	KIRC	KIRC.TCGA.B8.5164.01A.01R.1420.07	0.386294671440746	3
2787	STAD	STAD.TCGA.HU.A4GU.01A.11R.A251.31	-1.06664467028452	1
2788	KIRC	KIRC.TCGA.BP.4991.01A.01R.1334.07	1.32497126102243	3
2789	BRCA	BRCA.TCGA.AN.A0XW.01A.11R.A109.07	0.835137562285188	1
2790	KIRP	KIRP.TCGA.P4.A5E7.01A.31R.A28H.07	0.115580884735862	2
2791	BRCA	BRCA.TCGA.A2.A0YI.01A.31R.A10J.07	-0.0294777590910487	1
2792	KIRC	KIRC.TCGA.CW.5591.01A.01R.1541.07	0.182621453498004	2
2793	CHOL	CHOL.TCGA.3X.AAVA.01A.11R.A41I.07	-1.34119295137429	2
2794	BRCA	BRCA.TCGA.AO.A1KP.01A.11R.A13Q.07	-0.666490787415245	2
2795	BRCA	BRCA.TCGA.A2.A259.01A.11R.A16F.07	-0.0501838865910392	1
2796	LIHC	LIHC.TCGA.ED.A82E.01A.11R.A352.07	-1.72692101240935	2
2797	SKCM	SKCM.TCGA.DA.A95Y.06A.11R.A37K.07	1.30499894021997	3
2798	BRCA	BRCA.TCGA.AC.A6IV.01A.12R.A33J.07	1.24417744546139	1
2799	STAD	STAD.TCGA.F1.6875.01A.11R.2055.13	-0.225157857157858	1
2800	PAAD	PAAD.TCGA.IB.7649.01A.11R.2156.07	0.399996521859297	1
2801	LUAD	LUAD.TCGA.55.8091.01A.11R.2241.07	-0.0518567331553197	1
2802	PRAD	PRAD.TCGA.EJ.8470.01A.11R.2403.07	-0.552470224113871	2
2803	BRCA	BRCA.TCGA.E9.A227.01A.11R.A157.07	0.286033219341943	1
2804	SKCM	SKCM.TCGA.FS.A4FD.06A.11R.A266.07	2.55168091059548	3
2805	SKCM	SKCM.TCGA.DA.A3F8.06A.11R.A20F.07	1.52846829918695	3
2806	BRCA	BRCA.TCGA.A8.A08P.01A.11R.A00Z.07	0.27488913853214	1
2807	UCEC	UCEC.TCGA.D1.A1NY.01A.11R.A16F.07	-0.153222697191027	1
2808	LUSC	LUSC.TCGA.O2.A52Q.01A.11R.A26W.07	1.08120151693959	1
2809	CHOL	CHOL.TCGA.ZD.A8I3.01A.11R.A41I.07	-0.857977707493062	2
2810	BRCA	BRCA.TCGA.EW.A1J1.01A.11R.A13Q.07	-0.676755347081386	2
2811	KICH	KICH.TCGA.KL.8333.01A.11R.2315.07	-0.395881933113171	1
2812	THCA	THCA.TCGA.ET.A39L.01A.12R.A19O.07	-0.714792972525435	3
2813	BRCA	BRCA.TCGA.AR.A2LJ.01A.12R.A19W.07	0.885074833325336	1
2814	BLCA	BLCA.TCGA.XF.A9SM.01A.11R.A42T.07	0.667168265979269	1
2815	BLCA	BLCA.TCGA.DK.A6B1.01A.12R.A30C.07	-1.24231701659342	2
2816	BRCA	BRCA.TCGA.AR.A24U.01A.11R.A169.07	0.487270918201004	1
2817	BRCA	BRCA.TCGA.E2.A1IE.01A.11R.A13Q.07	-0.921027975743141	1
2818	BRCA	BRCA.TCGA.BH.A1FL.01A.11R.A13Q.07	0.0700920782217485	1
2819	UCEC	UCEC.TCGA.A5.A0GE.01A.11R.A16W.07	0.404588290280776	2
2820	KIRC	KIRC.TCGA.B8.5552.01B.11R.1672.07	0.938676974535275	3
2821	BRCA	BRCA.TCGA.AC.A3BB.01A.21R.A19W.07	0.965334473008048	1
2822	LUAD	LUAD.TCGA.05.4422.01A.01R.1206.07	-1.35821251228346	2
2823	BRCA	BRCA.TCGA.AC.A3QP.01A.11R.A22U.07	1.02220231097577	1
2824	BRCA	BRCA.TCGA.E2.A1B5.01A.21R.A12P.07	0.954501201640757	2
2825	OV	OV.TCGA.13.1408.01A.01R.1565.13	1.17221239897916	1
2826	LIHC	LIHC.TCGA.DD.A11C.01A.11R.A131.07	-0.600309589544793	2
2827	LIHC	LIHC.TCGA.EP.A2KC.01A.11R.A213.07	-0.204341905703369	2
2828	LIHC	LIHC.TCGA.EP.A3JL.01A.11R.A213.07	0.183249605447326	2
2829	LIHC	LIHC.TCGA.FV.A3R2.01A.11R.A22L.07	-0.56516314729937	2
2830	LIHC	LIHC.TCGA.RC.A6M4.01A.11R.A32O.07	-0.437394665279115	2
2831	LIHC	LIHC.TCGA.2Y.A9H9.01A.21R.A39D.07	-0.84400242884627	2
2832	COAD	COAD.TCGA.AA.A02R.01A.01R.A00A.07	-0.388739690152933	2
2833	BRCA	BRCA.TCGA.D8.A27V.01A.12R.A17B.07	-0.247814538374808	1
2834	BRCA	BRCA.TCGA.E9.A6HE.01A.11R.A31O.07	0.787341960102798	1
2835	READ	READ.TCGA.F5.6464.01A.11R.1736.07	0.34390865897884	1
2836	LUAD	LUAD.TCGA.44.7672.01A.11R.2066.07	0.177228513964607	1
2837	KIRC	KIRC.TCGA.A3.3380.01A.01R.0864.07	0.750987957985875	3
2838	OV	OV.TCGA.29.A5NZ.01A.11R.A406.31	0.304537433858384	1
2839	THCA	THCA.TCGA.EM.A2P3.01A.11R.A206.07	-0.561469103383253	1
2840	SKCM	SKCM.TCGA.EE.A29X.06A.11R.A18T.07	1.99133757466821	3
2841	SKCM	SKCM.TCGA.D9.A3Z3.06A.11R.A239.07	1.4484198489569	3
2842	LUSC	LUSC.TCGA.43.8116.01A.11R.2247.07	0.0602064974869552	1
2843	KIRC	KIRC.TCGA.CW.5581.01A.02R.1541.07	0.495950678673674	3
2844	UVM	UVM.TCGA.WC.AA9A.01A.11R.A405.07	0.767669592881212	3
2845	READ	READ.TCGA.EI.6514.01A.11R.1736.07	-0.933407990264431	1
2846	THCA	THCA.TCGA.EM.A3AO.01A.11R.A206.07	-0.193463280309714	2
2847	LUSC	LUSC.TCGA.43.A474.01A.11R.A24H.07	0.515118342959713	1
2848	BRCA	BRCA.TCGA.S3.A6ZG.01A.22R.A32P.07	-0.00683752527798659	2
2849	BRCA	BRCA.TCGA.BH.A42V.01A.11R.A24H.07	0.73568892137851	1
2850	UCEC	UCEC.TCGA.D1.A167.01A.11R.A12I.07	-1.48507610627143	2
2851	LUSC	LUSC.TCGA.21.5787.01A.01R.1635.07	0.159542885695747	1
2852	CESC	CESC.TCGA.MY.A5BD.01A.11R.A26T.07	-0.966337145861182	2
2853	STAD	STAD.TCGA.BR.7716.01A.21R.2055.13	-0.607128823877118	1
2854	LUSC	LUSC.TCGA.85.7843.01A.11R.2125.07	-0.309140170423408	1
2855	THCA	THCA.TCGA.ET.A2MZ.01A.12R.A19O.07	-0.706054541447586	3
2856	KIRC	KIRC.TCGA.BP.5181.01A.01R.1426.07	0.469483937522271	3
2857	KIRC	KIRC.TCGA.BP.4758.01A.01R.1289.07	0.913434409201448	3
2858	KIRC	KIRC.TCGA.CJ.5681.01A.11R.1541.07	0.25353022716789	3
2859	PRAD	PRAD.TCGA.EJ.5519.01A.01R.1580.07	-1.06011484993883	2
2860	THCA	THCA.TCGA.EL.A3MW.01A.11R.A20F.07	-0.558120633137677	2
2861	THCA	THCA.TCGA.CE.A483.01A.11R.A23W.07	-0.889196031950248	2
2862	STAD	STAD.TCGA.KB.A93H.01A.11R.A39E.31	-0.327476065518474	2
2863	THCA	THCA.TCGA.E8.A415.01A.11R.A23N.07	-0.926840376489323	2
2864	PRAD	PRAD.TCGA.EJ.7785.01A.11R.2118.07	-0.681507321914817	1
2865	THYM	THYM.TCGA.X7.A8DF.01A.11R.A42C.07	0.965129380709781	3
2866	THCA	THCA.TCGA.DJ.A3V8.01A.11R.A23N.07	-1.04574961885464	2
2867	SKCM	SKCM.TCGA.DA.A95W.06A.11R.A37K.07	1.2960891220715	3
2868	KIRC	KIRC.TCGA.B8.5165.01A.01R.1420.07	0.40696007262748	3
2869	BRCA	BRCA.TCGA.A2.A0YF.01A.21R.A109.07	-0.944350850870636	1
2870	KIRC	KIRC.TCGA.B0.4701.01A.01R.1277.07	1.1256288424972	3
2871	SKCM	SKCM.TCGA.EB.A5UN.06A.11R.A311.07	1.87809261405306	3
2872	SKCM	SKCM.TCGA.GN.A8LN.01A.11R.A37K.07	1.94797586160557	3
2873	THCA	THCA.TCGA.FK.A3SG.01A.11R.A22L.07	-0.727871315014233	2
2874	UCEC	UCEC.TCGA.E6.A1LX.01A.11R.A14D.07	-0.24144803732901	2
2875	BLCA	BLCA.TCGA.KQ.A41Q.01A.11R.A33J.07	-0.480045361913737	2
2876	UCEC	UCEC.TCGA.BG.A0W2.01A.11R.A109.07	0.785490995204712	3
2877	LIHC	LIHC.TCGA.ED.A7PZ.01A.11R.A33R.07	-0.668333556491077	2
2878	PRAD	PRAD.TCGA.EJ.5507.01A.01R.1580.07	-1.21370344925431	2
2879	KIRC	KIRC.TCGA.BP.5173.01A.01R.1426.07	0.902777814139086	3
2880	THCA	THCA.TCGA.BJ.A2NA.01A.12R.A19O.07	-0.575386825607341	2
2881	LUAD	LUAD.TCGA.44.6148.01A.11R.1755.07	0.133664803591946	2
2882	THCA	THCA.TCGA.DJ.A3VJ.01A.11R.A23N.07	-0.63782872628932	2
2883	BRCA	BRCA.TCGA.B6.A0IC.01A.11R.A034.07	-1.5348787364263	2
2884	OV	OV.TCGA.24.2023.01A.01R.1567.13	-0.539235768312706	2
2885	CESC	CESC.TCGA.C5.A8XJ.01A.11R.A37O.07	-0.227765712460328	1
2886	UCEC	UCEC.TCGA.AX.A3GB.01A.11R.A22K.07	-0.21953846095584	2
2887	PAAD	PAAD.TCGA.IB.7888.01A.11R.2156.07	0.831547357437706	1
2888	OV	OV.TCGA.13.0901.01B.01R.1565.13	0.259452020209678	2
2889	THYM	THYM.TCGA.X7.A8M8.01A.11R.A42C.07	1.02078910865748	3
2890	PAAD	PAAD.TCGA.IB.7645.01A.22R.2204.07	0.862149824348289	1
2891	LUSC	LUSC.TCGA.46.3765.01A.01R.0980.07	-0.0338196866937895	1
2892	UCEC	UCEC.TCGA.A5.A0VO.01A.21R.A109.07	-0.0414449479710702	2
2893	CESC	CESC.TCGA.Q1.A6DV.01A.11R.A32P.07	-0.829522884426849	2
2894	KIRC	KIRC.TCGA.BP.4789.01A.01R.1305.07	1.05495079441172	3
2895	KIRC	KIRC.TCGA.B4.5834.01A.11R.1672.07	1.15545191425602	3
2896	OV	OV.TCGA.13.0887.01A.01R.1564.13	0.283158462045463	2
2897	COAD	COAD.TCGA.DM.A280.01A.12R.A16W.07	-0.902386611446626	1
2898	BRCA	BRCA.TCGA.BH.A1ET.01A.11R.A137.07	0.162629435474783	1
2899	LIHC	LIHC.TCGA.CC.A8HS.01A.11R.A36F.07	-0.0235182377672212	2
2900	KIRC	KIRC.TCGA.CZ.5452.01A.01R.1503.07	0.22867485794097	3
2901	THCA	THCA.TCGA.ET.A39K.01A.11R.A19O.07	-0.519548866975126	2
2902	THCA	THCA.TCGA.J8.A3NZ.01A.11R.A21D.07	-0.949403447907121	2
2903	BRCA	BRCA.TCGA.A2.A3Y0.01A.11R.A239.07	-0.206897814556946	1
2904	THCA	THCA.TCGA.EM.A3FR.01A.11R.A220.07	-1.02398150614711	2
2905	THCA	THCA.TCGA.E3.A3DY.01A.11R.A20F.07	-0.984033851142654	2
2906	THCA	THCA.TCGA.EM.A4FQ.01A.11R.A250.07	-1.04470995532267	2
2907	UCEC	UCEC.TCGA.EC.A1NJ.01A.31R.A14D.07	-0.175805268746888	2
2908	UCEC	UCEC.TCGA.AP.A0LO.01A.11R.A040.07	0.0435759181513231	2
